railways:benchcart | minecraft:crafting_shapeless | c:workbench minecraft:crafting_shapeless minecraft:minecart railways:benchcart
railways:crafting/palettes/dyeing_8x/red_brass_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/brass_wrapped_boiler railways:red_brass_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/red_copper_wrapped_locometal | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/copper_wrapped_slashed railways:red_copper_wrapped_locometal
railways:crafting/palettes/dyeing_8x/red_copper_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/copper_wrapped_boiler railways:red_copper_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/red_flat_riveted_locometal | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/flat_riveted railways:red_flat_riveted_locometal
railways:crafting/palettes/dyeing_8x/red_flat_slashed_locometal | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/flat_slashed railways:red_flat_slashed_locometal
railways:crafting/palettes/dyeing_8x/red_iron_wrapped_locometal | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/iron_wrapped_slashed railways:red_iron_wrapped_locometal
railways:crafting/palettes/dyeing_8x/red_iron_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/iron_wrapped_boiler railways:red_iron_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/red_locometal_boiler | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/boiler railways:red_locometal_boiler
railways:crafting/palettes/dyeing_8x/red_locometal_pillar | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/pillar railways:red_locometal_pillar
railways:crafting/palettes/dyeing_8x/red_locometal_smokebox | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/smokebox railways:red_locometal_smokebox
railways:crafting/palettes/dyeing_8x/red_plated_locometal | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/plated railways:red_plated_locometal
railways:crafting/palettes/dyeing_8x/red_riveted_locometal | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/riveted railways:red_riveted_locometal
railways:crafting/palettes/dyeing_8x/red_slashed_locometal | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/slashed railways:red_slashed_locometal
railways:crafting/palettes/dyeing_8x/white_brass_wrapped_locometal | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/brass_wrapped_slashed railways:white_brass_wrapped_locometal
railways:crafting/palettes/dyeing_8x/white_brass_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/brass_wrapped_boiler railways:white_brass_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/white_copper_wrapped_locometal | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/copper_wrapped_slashed railways:white_copper_wrapped_locometal
railways:crafting/palettes/dyeing_8x/white_copper_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/copper_wrapped_boiler railways:white_copper_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/white_flat_riveted_locometal | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/flat_riveted railways:white_flat_riveted_locometal
railways:crafting/palettes/dyeing_8x/white_flat_slashed_locometal | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/flat_slashed railways:white_flat_slashed_locometal
railways:crafting/palettes/dyeing_8x/white_iron_wrapped_locometal | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/iron_wrapped_slashed railways:white_iron_wrapped_locometal
railways:crafting/palettes/dyeing_8x/white_iron_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/iron_wrapped_boiler railways:white_iron_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/white_locometal_boiler | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/boiler railways:white_locometal_boiler
railways:crafting/palettes/dyeing_8x/white_locometal_pillar | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/pillar railways:white_locometal_pillar
railways:crafting/palettes/dyeing_8x/white_locometal_smokebox | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/smokebox railways:white_locometal_smokebox
railways:crafting/palettes/dyeing_8x/white_plated_locometal | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/plated railways:white_plated_locometal
railways:crafting/palettes/dyeing_8x/white_riveted_locometal | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/riveted railways:white_riveted_locometal
railways:crafting/palettes/dyeing_8x/white_slashed_locometal | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/slashed railways:white_slashed_locometal
railways:crafting/palettes/dyeing_8x/yellow_brass_wrapped_locometal | minecraft:crafting_shaped | c:dyes/yellow minecraft:crafting_shaped railways:palettes/dye_groups/brass_wrapped_slashed railways:yellow_brass_wrapped_locometal
railways:crafting/palettes/dyeing_8x/yellow_brass_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/yellow minecraft:crafting_shaped railways:palettes/dye_groups/brass_wrapped_boiler railways:yellow_brass_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/yellow_copper_wrapped_locometal | minecraft:crafting_shaped | c:dyes/yellow minecraft:crafting_shaped railways:palettes/dye_groups/copper_wrapped_slashed railways:yellow_copper_wrapped_locometal
railways:crafting/palettes/dyeing_8x/yellow_copper_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/yellow minecraft:crafting_shaped railways:palettes/dye_groups/copper_wrapped_boiler railways:yellow_copper_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/yellow_flat_riveted_locometal | minecraft:crafting_shaped | c:dyes/yellow minecraft:crafting_shaped railways:palettes/dye_groups/flat_riveted railways:yellow_flat_riveted_locometal
railways:crafting/palettes/dyeing_8x/yellow_flat_slashed_locometal | minecraft:crafting_shaped | c:dyes/yellow minecraft:crafting_shaped railways:palettes/dye_groups/flat_slashed railways:yellow_flat_slashed_locometal
railways:crafting/palettes/dyeing_8x/yellow_iron_wrapped_locometal | minecraft:crafting_shaped | c:dyes/yellow minecraft:crafting_shaped railways:palettes/dye_groups/iron_wrapped_slashed railways:yellow_iron_wrapped_locometal
railways:crafting/palettes/dyeing_8x/yellow_iron_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/yellow minecraft:crafting_shaped railways:palettes/dye_groups/iron_wrapped_boiler railways:yellow_iron_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/yellow_locometal_boiler | minecraft:crafting_shaped | c:dyes/yellow minecraft:crafting_shaped railways:palettes/dye_groups/boiler railways:yellow_locometal_boiler
railways:crafting/palettes/dyeing_8x/yellow_locometal_pillar | minecraft:crafting_shaped | c:dyes/yellow minecraft:crafting_shaped railways:palettes/dye_groups/pillar railways:yellow_locometal_pillar
railways:crafting/palettes/dyeing_8x/yellow_locometal_smokebox | minecraft:crafting_shaped | c:dyes/yellow minecraft:crafting_shaped railways:palettes/dye_groups/smokebox railways:yellow_locometal_smokebox
railways:crafting/palettes/dyeing_8x/yellow_plated_locometal | minecraft:crafting_shaped | c:dyes/yellow minecraft:crafting_shaped railways:palettes/dye_groups/plated railways:yellow_plated_locometal
railways:crafting/palettes/dyeing_8x/yellow_riveted_locometal | minecraft:crafting_shaped | c:dyes/yellow minecraft:crafting_shaped railways:palettes/dye_groups/riveted railways:yellow_riveted_locometal
railways:crafting/palettes/dyeing_8x/yellow_slashed_locometal | minecraft:crafting_shaped | c:dyes/yellow minecraft:crafting_shaped railways:palettes/dye_groups/slashed railways:yellow_slashed_locometal
railways:crafting/palettes/wrapping/black_brass_wrapped_locometal | minecraft:crafting_shaped | c:ingots/brass minecraft:crafting_shaped railways:black_brass_wrapped_locometal railways:black_slashed_locometal
railways:crafting/palettes/wrapping/black_copper_wrapped_locometal | minecraft:crafting_shaped | c:ingots/copper minecraft:crafting_shaped railways:black_copper_wrapped_locometal railways:black_slashed_locometal
railways:crafting/palettes/wrapping/black_iron_wrapped_locometal | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped railways:black_iron_wrapped_locometal railways:black_slashed_locometal
railways:crafting/palettes/wrapping/blue_brass_wrapped_locometal | minecraft:crafting_shaped | c:ingots/brass minecraft:crafting_shaped railways:blue_brass_wrapped_locometal railways:blue_slashed_locometal
railways:crafting/palettes/wrapping/blue_copper_wrapped_locometal | minecraft:crafting_shaped | c:ingots/copper minecraft:crafting_shaped railways:blue_copper_wrapped_locometal railways:blue_slashed_locometal
railways:crafting/palettes/wrapping/blue_iron_wrapped_locometal | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped railways:blue_iron_wrapped_locometal railways:blue_slashed_locometal
railways:crafting/palettes/wrapping/brass_wrapped_locometal | minecraft:crafting_shaped | c:ingots/brass minecraft:crafting_shaped railways:brass_wrapped_locometal railways:slashed_locometal
railways:crafting/palettes/wrapping/brown_brass_wrapped_locometal | minecraft:crafting_shaped | c:ingots/brass minecraft:crafting_shaped railways:brown_brass_wrapped_locometal railways:brown_slashed_locometal
railways:crafting/palettes/wrapping/brown_copper_wrapped_locometal | minecraft:crafting_shaped | c:ingots/copper minecraft:crafting_shaped railways:brown_copper_wrapped_locometal railways:brown_slashed_locometal
railways:crafting/palettes/wrapping/brown_iron_wrapped_locometal | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped railways:brown_iron_wrapped_locometal railways:brown_slashed_locometal
railways:crafting/palettes/wrapping/copper_wrapped_locometal | minecraft:crafting_shaped | c:ingots/copper minecraft:crafting_shaped railways:copper_wrapped_locometal railways:slashed_locometal
railways:crafting/palettes/wrapping/cyan_brass_wrapped_locometal | minecraft:crafting_shaped | c:ingots/brass minecraft:crafting_shaped railways:cyan_brass_wrapped_locometal railways:cyan_slashed_locometal
railways:crafting/palettes/wrapping/cyan_copper_wrapped_locometal | minecraft:crafting_shaped | c:ingots/copper minecraft:crafting_shaped railways:cyan_copper_wrapped_locometal railways:cyan_slashed_locometal
railways:crafting/palettes/wrapping/cyan_iron_wrapped_locometal | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped railways:cyan_iron_wrapped_locometal railways:cyan_slashed_locometal
railways:crafting/palettes/wrapping/gray_brass_wrapped_locometal | minecraft:crafting_shaped | c:ingots/brass minecraft:crafting_shaped railways:gray_brass_wrapped_locometal railways:gray_slashed_locometal
railways:crafting/palettes/wrapping/gray_copper_wrapped_locometal | minecraft:crafting_shaped | c:ingots/copper minecraft:crafting_shaped railways:gray_copper_wrapped_locometal railways:gray_slashed_locometal
railways:crafting/palettes/wrapping/gray_iron_wrapped_locometal | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped railways:gray_iron_wrapped_locometal railways:gray_slashed_locometal
railways:crafting/palettes/wrapping/green_brass_wrapped_locometal | minecraft:crafting_shaped | c:ingots/brass minecraft:crafting_shaped railways:green_brass_wrapped_locometal railways:green_slashed_locometal
railways:crafting/palettes/wrapping/green_copper_wrapped_locometal | minecraft:crafting_shaped | c:ingots/copper minecraft:crafting_shaped railways:green_copper_wrapped_locometal railways:green_slashed_locometal
railways:crafting/palettes/wrapping/green_iron_wrapped_locometal | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped railways:green_iron_wrapped_locometal railways:green_slashed_locometal
railways:crafting/palettes/wrapping/iron_wrapped_locometal | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped railways:iron_wrapped_locometal railways:slashed_locometal
railways:crafting/palettes/wrapping/light_blue_brass_wrapped_locometal | minecraft:crafting_shaped | c:ingots/brass minecraft:crafting_shaped railways:light_blue_brass_wrapped_locometal railways:light_blue_slashed_locometal
railways:crafting/palettes/wrapping/light_blue_copper_wrapped_locometal | minecraft:crafting_shaped | c:ingots/copper minecraft:crafting_shaped railways:light_blue_copper_wrapped_locometal railways:light_blue_slashed_locometal
railways:crafting/palettes/wrapping/light_blue_iron_wrapped_locometal | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped railways:light_blue_iron_wrapped_locometal railways:light_blue_slashed_locometal
railways:crafting/palettes/wrapping/light_gray_brass_wrapped_locometal | minecraft:crafting_shaped | c:ingots/brass minecraft:crafting_shaped railways:light_gray_brass_wrapped_locometal railways:light_gray_slashed_locometal
railways:crafting/palettes/wrapping/light_gray_copper_wrapped_locometal | minecraft:crafting_shaped | c:ingots/copper minecraft:crafting_shaped railways:light_gray_copper_wrapped_locometal railways:light_gray_slashed_locometal
railways:crafting/palettes/wrapping/light_gray_iron_wrapped_locometal | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped railways:light_gray_iron_wrapped_locometal railways:light_gray_slashed_locometal
railways:crafting/palettes/wrapping/lime_brass_wrapped_locometal | minecraft:crafting_shaped | c:ingots/brass minecraft:crafting_shaped railways:lime_brass_wrapped_locometal railways:lime_slashed_locometal
railways:crafting/palettes/wrapping/lime_copper_wrapped_locometal | minecraft:crafting_shaped | c:ingots/copper minecraft:crafting_shaped railways:lime_copper_wrapped_locometal railways:lime_slashed_locometal
railways:crafting/palettes/wrapping/lime_iron_wrapped_locometal | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped railways:lime_iron_wrapped_locometal railways:lime_slashed_locometal
railways:crafting/palettes/wrapping/magenta_brass_wrapped_locometal | minecraft:crafting_shaped | c:ingots/brass minecraft:crafting_shaped railways:magenta_brass_wrapped_locometal railways:magenta_slashed_locometal
railways:crafting/palettes/wrapping/magenta_copper_wrapped_locometal | minecraft:crafting_shaped | c:ingots/copper minecraft:crafting_shaped railways:magenta_copper_wrapped_locometal railways:magenta_slashed_locometal
railways:crafting/palettes/wrapping/magenta_iron_wrapped_locometal | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped railways:magenta_iron_wrapped_locometal railways:magenta_slashed_locometal
railways:crafting/palettes/wrapping/orange_brass_wrapped_locometal | minecraft:crafting_shaped | c:ingots/brass minecraft:crafting_shaped railways:orange_brass_wrapped_locometal railways:orange_slashed_locometal
railways:crafting/palettes/wrapping/orange_copper_wrapped_locometal | minecraft:crafting_shaped | c:ingots/copper minecraft:crafting_shaped railways:orange_copper_wrapped_locometal railways:orange_slashed_locometal
railways:crafting/palettes/wrapping/orange_iron_wrapped_locometal | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped railways:orange_iron_wrapped_locometal railways:orange_slashed_locometal
railways:crafting/palettes/wrapping/pink_brass_wrapped_locometal | minecraft:crafting_shaped | c:ingots/brass minecraft:crafting_shaped railways:pink_brass_wrapped_locometal railways:pink_slashed_locometal
railways:crafting/palettes/wrapping/pink_copper_wrapped_locometal | minecraft:crafting_shaped | c:ingots/copper minecraft:crafting_shaped railways:pink_copper_wrapped_locometal railways:pink_slashed_locometal
railways:crafting/palettes/wrapping/pink_iron_wrapped_locometal | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped railways:pink_iron_wrapped_locometal railways:pink_slashed_locometal
railways:crafting/palettes/wrapping/purple_brass_wrapped_locometal | minecraft:crafting_shaped | c:ingots/brass minecraft:crafting_shaped railways:purple_brass_wrapped_locometal railways:purple_slashed_locometal
railways:crafting/palettes/wrapping/purple_copper_wrapped_locometal | minecraft:crafting_shaped | c:ingots/copper minecraft:crafting_shaped railways:purple_copper_wrapped_locometal railways:purple_slashed_locometal
railways:crafting/palettes/wrapping/purple_iron_wrapped_locometal | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped railways:purple_iron_wrapped_locometal railways:purple_slashed_locometal
railways:crafting/palettes/wrapping/red_brass_wrapped_locometal | minecraft:crafting_shaped | c:ingots/brass minecraft:crafting_shaped railways:red_brass_wrapped_locometal railways:red_slashed_locometal
railways:crafting/palettes/wrapping/red_copper_wrapped_locometal | minecraft:crafting_shaped | c:ingots/copper minecraft:crafting_shaped railways:red_copper_wrapped_locometal railways:red_slashed_locometal
railways:crafting/palettes/wrapping/red_iron_wrapped_locometal | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped railways:red_iron_wrapped_locometal railways:red_slashed_locometal
railways:crafting/palettes/wrapping/white_brass_wrapped_locometal | minecraft:crafting_shaped | c:ingots/brass minecraft:crafting_shaped railways:white_brass_wrapped_locometal railways:white_slashed_locometal
railways:crafting/palettes/wrapping/white_copper_wrapped_locometal | minecraft:crafting_shaped | c:ingots/copper minecraft:crafting_shaped railways:white_copper_wrapped_locometal railways:white_slashed_locometal
railways:crafting/palettes/wrapping/white_iron_wrapped_locometal | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped railways:white_iron_wrapped_locometal railways:white_slashed_locometal
railways:crafting/palettes/wrapping/yellow_brass_wrapped_locometal | minecraft:crafting_shaped | c:ingots/brass minecraft:crafting_shaped railways:yellow_brass_wrapped_locometal railways:yellow_slashed_locometal
railways:crafting/palettes/wrapping/yellow_copper_wrapped_locometal | minecraft:crafting_shaped | c:ingots/copper minecraft:crafting_shaped railways:yellow_copper_wrapped_locometal railways:yellow_slashed_locometal
railways:crafting/palettes/wrapping/yellow_iron_wrapped_locometal | minecraft:crafting_shaped | c:ingots/iron minecraft:crafting_shaped railways:yellow_iron_wrapped_locometal railways:yellow_slashed_locometal
railways:crafting/portable_fuel_interface | minecraft:crafting_shapeless | create:chute create:railway_casing minecraft:crafting_shapeless railways:portable_fuel_interface
railways:crafting/remote_lens | minecraft:crafting_shapeless | c:plates/brass create:precision_mechanism minecraft:crafting_shapeless minecraft:ender_eye railways:remote_lens
railways:crafting/semaphore | minecraft:crafting_shaped | c:plates/iron create:andesite_casing create:electron_tube minecraft:crafting_shaped minecraft:fences railways:semaphore
railways:crafting/small_buffer | minecraft:crafting_shaped | c:plates/iron create:industrial_iron_block create:shaft minecraft:crafting_shaped railways:small_buffer
railways:crafting/smokestack_caboosestyle | minecraft:crafting_shaped | c:nuggets/iron c:plates/iron minecraft:campfire minecraft:crafting_shaped railways:smokestack_caboosestyle
railways:crafting/smokestack_coalburner | minecraft:crafting_shaped | c:plates/iron minecraft:campfire minecraft:crafting_shaped railways:smokestack_coalburner
railways:crafting/smokestack_diesel | minecraft:crafting_shaped | c:plates/iron create:propeller minecraft:crafting_shaped railways:smokestack_diesel
railways:crafting/smokestack_long | minecraft:crafting_shaped | c:nuggets/iron minecraft:campfire minecraft:crafting_shaped railways:smokestack_long
railways:crafting/smokestack_oilburner | minecraft:crafting_shaped | c:plates/iron minecraft:campfire minecraft:crafting_shaped railways:smokestack_oilburner
railways:crafting/smokestack_streamlined | minecraft:crafting_shaped | c:plates/iron minecraft:campfire minecraft:crafting_shaped railways:smokestack_streamlined
railways:crafting/smokestack_woodburner | minecraft:crafting_shaped | c:nuggets/iron c:plates/iron minecraft:campfire minecraft:crafting_shaped railways:smokestack_woodburner
railways:crafting/track_coupler | minecraft:crafting_shaped | c:plates/iron create:railway_casing minecraft:crafting_shaped minecraft:redstone railways:track_coupler
railways:crafting/track_switch_andesite | minecraft:crafting_shaped | create:andesite_casing create:cogwheel minecraft:crafting_shaped minecraft:lever railways:track_switch_andesite
railways:crafting/track_switch_brass | minecraft:crafting_shaped | create:brass_casing create:precision_mechanism minecraft:crafting_shaped minecraft:lever railways:track_switch_brass
railways:crafting/wooden_headstock_link_and_pin | minecraft:crafting_shaped | minecraft:crafting_shaped minecraft:wooden_slabs railways:deco_couplers railways:wooden_headstock_link_and_pin
railways:dying_existing_cap_black | minecraft:crafting_shapeless | c:dyes/black minecraft:crafting_shapeless railways:black_conductor_cap railways:conductor_caps
railways:dying_existing_cap_blue | minecraft:crafting_shapeless | c:dyes/blue minecraft:crafting_shapeless railways:blue_conductor_cap railways:conductor_caps
railways:dying_existing_cap_brown | minecraft:crafting_shapeless | c:dyes/brown minecraft:crafting_shapeless railways:brown_conductor_cap railways:conductor_caps
railways:dying_existing_cap_cyan | minecraft:crafting_shapeless | c:dyes/cyan minecraft:crafting_shapeless railways:conductor_caps railways:cyan_conductor_cap
railways:dying_existing_cap_gray | minecraft:crafting_shapeless | c:dyes/gray minecraft:crafting_shapeless railways:conductor_caps railways:gray_conductor_cap
railways:dying_existing_cap_green | minecraft:crafting_shapeless | c:dyes/green minecraft:crafting_shapeless railways:conductor_caps railways:green_conductor_cap
railways:dying_existing_cap_light_blue | minecraft:crafting_shapeless | c:dyes/light_blue minecraft:crafting_shapeless railways:conductor_caps railways:light_blue_conductor_cap
railways:dying_existing_cap_light_gray | minecraft:crafting_shapeless | c:dyes/light_gray minecraft:crafting_shapeless railways:conductor_caps railways:light_gray_conductor_cap
railways:dying_existing_cap_lime | minecraft:crafting_shapeless | c:dyes/lime minecraft:crafting_shapeless railways:conductor_caps railways:lime_conductor_cap
railways:dying_existing_cap_magenta | minecraft:crafting_shapeless | c:dyes/magenta minecraft:crafting_shapeless railways:conductor_caps railways:magenta_conductor_cap
railways:dying_existing_cap_orange | minecraft:crafting_shapeless | c:dyes/orange minecraft:crafting_shapeless railways:conductor_caps railways:orange_conductor_cap
railways:dying_existing_cap_pink | minecraft:crafting_shapeless | c:dyes/pink minecraft:crafting_shapeless railways:conductor_caps railways:pink_conductor_cap
railways:dying_existing_cap_purple | minecraft:crafting_shapeless | c:dyes/purple minecraft:crafting_shapeless railways:conductor_caps railways:purple_conductor_cap
railways:dying_existing_cap_red | minecraft:crafting_shapeless | c:dyes/red minecraft:crafting_shapeless railways:conductor_caps railways:red_conductor_cap
railways:dying_existing_cap_white | minecraft:crafting_shapeless | c:dyes/white minecraft:crafting_shapeless railways:conductor_caps railways:white_conductor_cap
railways:dying_existing_cap_yellow | minecraft:crafting_shapeless | c:dyes/yellow minecraft:crafting_shapeless railways:conductor_caps railways:yellow_conductor_cap
railways:jukeboxcart | minecraft:crafting_shapeless | minecraft:crafting_shapeless minecraft:jukebox minecraft:minecart railways:jukeboxcart
railways:mechanical_crafting/black_brass_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:black_brass_wrapped_locometal railways:black_brass_wrapped_locometal_boiler
railways:mechanical_crafting/black_copper_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:black_copper_wrapped_locometal railways:black_copper_wrapped_locometal_boiler
railways:mechanical_crafting/black_iron_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:black_iron_wrapped_locometal railways:black_iron_wrapped_locometal_boiler
railways:mechanical_crafting/black_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:black_locometal_boiler railways:black_slashed_locometal
railways:mechanical_crafting/blue_brass_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:blue_brass_wrapped_locometal railways:blue_brass_wrapped_locometal_boiler
railways:mechanical_crafting/blue_copper_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:blue_copper_wrapped_locometal railways:blue_copper_wrapped_locometal_boiler
railways:mechanical_crafting/blue_iron_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:blue_iron_wrapped_locometal railways:blue_iron_wrapped_locometal_boiler
railways:mechanical_crafting/blue_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:blue_locometal_boiler railways:blue_slashed_locometal
railways:mechanical_crafting/brass_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:brass_wrapped_locometal railways:brass_wrapped_locometal_boiler
railways:mechanical_crafting/brown_brass_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:brown_brass_wrapped_locometal railways:brown_brass_wrapped_locometal_boiler
railways:mechanical_crafting/brown_copper_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:brown_copper_wrapped_locometal railways:brown_copper_wrapped_locometal_boiler
railways:mechanical_crafting/brown_iron_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:brown_iron_wrapped_locometal railways:brown_iron_wrapped_locometal_boiler
railways:mechanical_crafting/brown_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:brown_locometal_boiler railways:brown_slashed_locometal
railways:mechanical_crafting/copper_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:copper_wrapped_locometal railways:copper_wrapped_locometal_boiler
railways:mechanical_crafting/cyan_brass_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:cyan_brass_wrapped_locometal railways:cyan_brass_wrapped_locometal_boiler
railways:mechanical_crafting/cyan_copper_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:cyan_copper_wrapped_locometal railways:cyan_copper_wrapped_locometal_boiler
railways:mechanical_crafting/cyan_iron_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:cyan_iron_wrapped_locometal railways:cyan_iron_wrapped_locometal_boiler
railways:mechanical_crafting/cyan_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:cyan_locometal_boiler railways:cyan_slashed_locometal
railways:mechanical_crafting/gray_brass_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:gray_brass_wrapped_locometal railways:gray_brass_wrapped_locometal_boiler
railways:mechanical_crafting/gray_copper_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:gray_copper_wrapped_locometal railways:gray_copper_wrapped_locometal_boiler
railways:mechanical_crafting/gray_iron_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:gray_iron_wrapped_locometal railways:gray_iron_wrapped_locometal_boiler
railways:mechanical_crafting/gray_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:gray_locometal_boiler railways:gray_slashed_locometal
railways:mechanical_crafting/green_brass_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:green_brass_wrapped_locometal railways:green_brass_wrapped_locometal_boiler
railways:mechanical_crafting/green_copper_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:green_copper_wrapped_locometal railways:green_copper_wrapped_locometal_boiler
